,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
70733,elvis presley,hawaiian sunset,1961,rock,hawaiian sunset peep smile say aloha sweetheart hawaii drowsy islands slumber close sleepy eyelids goodnight hawaii like millions time blossom lover arm soon sunrise sleep tomorrow sleep hawaii sleep,29,0.004048583,0.004048583,0.004048583,0.484609269,0.004048583,0.004048583,0.327095483,0.004048584,0.004048583,0.004048583,0.004048584,0.004048583,0.004048583,0.123517917,0.004048583,0.004048583,0.325246399,0.437222778,0.948795129,2.26E-05,0.250824402,0.148121543,night/time,0.842857143
70736,elvis presley,ku-u-i-po,1961,rock,today today yesterday today tomorrow sweet hawaiian blossom grow story say hello today today yesterday today tomorrow years pass recall wed hear today today yesterday today tomorrow ipoku hawaiian sweetheart ipoku hawaiian sweetheart,33,0.002192983,0.002192983,0.794336589,0.002192982,0.002192983,0.002192983,0.059176098,0.002192983,0.002192982,0.074157329,0.002192983,0.002192982,0.039435245,0.002192982,0.002192982,0.002192982,0.468211849,0.48591134,0.930722822,0.000173077,0.520816158,0.197172124,world/life,0.842857143
70737,wanda jackson,right or wrong,1961,rock,right wrong want believe belong right wrong right wrong gotta right wrong wrong wrong care life share right wrong believe belong right wrong right wrong,25,0.002024292,0.002024292,0.177980912,0.503412156,0.002024292,0.002024292,0.002024292,0.216800623,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.288421965,0.773914827,0.733935476,4.42E-06,0.409521847,0.40338477,night/time,0.842857143
70738,elvis presley,hawaiian wedding song,1961,rock,moment wait hear heart sing soon bell ring ring ring ring moment sweet aloha longer forever promise leave dear dear promise leave longer forever sila aloha makamae cloud hide blue sky hawaii smile wed heart,35,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.178069751,0.001814882,0.001814882,0.361095686,0.001814882,0.001814882,0.001814882,0.001814882,0.357052535,0.001814882,0.239683743,0.491551932,0.974899573,0,0.250824402,0.221196898,music,0.842857143
70739,elvis presley,almost always true,1961,rock,baby true pretty mademoiselle papa own small hotel true resist twist true stay away drink wine think time true keep refuse jump conclusions true grab like steal kiss true,29,0.110183485,0.00228833,0.00228833,0.045022039,0.00228833,0.00228833,0.324444457,0.00228833,0.00228833,0.00228833,0.334919166,0.00228833,0.00228833,0.0443168,0.111365768,0.00228833,0.637171017,0.652360075,0.904618378,0.001751012,0.922712284,0.515500384,romantic,0.842857143
70740,wanda jackson,man we had a party,1961,rock,everybody come uptown downtown yeah party whew talk party little singin swingin party tonight honky tonky know come yeah party whew yeah party little singin swingin party tonight record hifi machine light scene yeah party whew talk party little singin swingin party tonight miss blast cause party yeah party little singin swingin party tonight,54,0.001422475,0.001422475,0.001422475,0.138583894,0.165065268,0.110452446,0.001422475,0.001422475,0.564561264,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.596014297,0.766325667,0.6706824,0.000103239,0.961871393,0.938937032,obscene,0.842857143
70746,elvis presley,starting today,1961,rock,start today teach heart ache anymore apart dream sweet love ways go learn forget start today memories haunt tear start flow think sorrow cause know past return pray go live tomorrow start today start today,35,0.001547988,0.001547988,0.511866287,0.001547988,0.001547988,0.001547988,0.066134336,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.370036618,0.028742944,0.533196144,0.473322565,0.943775044,0.002408907,0.302349547,0.146119478,world/life,0.842857143
70748,elvis presley,in your arms,1961,rock,feel tonight better wrap good tight arm arm like honeycomb go right home arm arm satisfy little love bonafide arm tangle time like kitten ball twine yeah baby want stay rest natural days arm arm,35,0.048171791,0.001754386,0.05957322,0.132852646,0.041994373,0.06591762,0.35461384,0.001754386,0.096180402,0.001754386,0.001754386,0.001754386,0.001754386,0.046533684,0.001754386,0.102253035,0.635004874,0.641771146,0.626505649,0.000111336,0.969084913,0.583570578,romantic,0.842857143
70750,elvis presley,gently,1961,rock,gently eye tender trust true gently hand take thrill gently gently gentle gently gently true bear gently lips kiss stroll gently heart touch young warm strong gently hour near true love gently meet kiss sweetheart,35,0.002392345,0.002392345,0.058217582,0.002392345,0.002392345,0.002392345,0.801424816,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.102080089,0.002392345,0.002392345,0.002392345,0.597097368,0.47480963,0.664658298,0.001993927,0.581615829,0.27925677,romantic,0.842857143
70751,wanda jackson,sticks and stones,1961,rock,people talkin tryin break stick stone break bone talk bother people talkin tryin break know care people abuse heart soul abuse abuse abuse stone people talkin tryin break scandalize feel ashamed abuse heart soul abuse abuse abuse stone people talkin tryin break scandalize feel ashamed know know know know,49,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.129791154,0.33796525,0.001422475,0.001422475,0.001422475,0.129262627,0.001422475,0.202962074,0.031364995,0.602512726,0.819988206,0.63654582,0.000318826,0.962901896,0.879876128,obscene,0.842857143
70752,elvis presley,it's a sin,1961,rock,darling know memory silence prove forget dream build tumble promise break like heart darling apart sure share pretend live deep inside know,22,0.002392345,0.002392345,0.235379476,0.002392345,0.002392345,0.002392345,0.133672456,0.142261487,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.452801412,0.002392345,0.460630348,0.515114222,0.936746924,0.078238866,0.255976917,0.183157672,sadness,0.842857143
70754,the kingston trio,away rio,1962,rock,anchor weigh sail away girls home forget bind grande away high away girls home forget bind grande days days days days mainsail spinnaker away head cape horn pull bind grande away high away head cape horn pull bind grande drop away young countin days bind grande away high away young countin days grande lie lie lie lie,57,0.001253133,0.001253133,0.153249485,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.340812772,0.070727323,0.039383397,0.001253133,0.378283163,0.001253133,0.418390556,0.652642104,0.830321115,0.001690283,0.715581204,0.517502449,sadness,0.828571429
70755,john lee hooker,i got a letter (this morning),1962,rock,letter morning baby go away receive letter baby go away felt good like baby brand baby arrive home trouble feel good good break cry yeah know pray night pray,29,0.179336014,0.001879699,0.001879699,0.028548352,0.038502551,0.001879699,0.001879699,0.001879699,0.001879699,0.127612681,0.001879699,0.001879699,0.055547494,0.0018797,0.230794628,0.317101889,0.430304343,0.552649796,0.591365052,0.001892713,0.177658697,0.167141156,feelings,0.828571429
70756,the kingston trio,poor ellen smith,1962,rock,poor shoot heart lyin dead grind body mangle cast mark spot poor pick body carry away asleepin lonesome grave heart brain shoot little cold lonesome plain poor shoot heart lyin dead grind body mangle cast mark spot poor pick rifle hunt aloafin round judge convict know know die innocent poor shoot heart lyin dead grind body mangle cast mark spot poor tell soon free grave near tree free wall prison free sin past poor shoot heart lyin dead grind body mangle cast mark spot poor,85,0.000892061,0.469139351,0.000892061,0.000892061,0.000892061,0.128808717,0.000892061,0.000892061,0.121105193,0.048893705,0.000892061,0.000892061,0.092552427,0.000892061,0.127903818,0.000892061,0.586266652,0.665923134,0.723895305,1.99E-06,0.929925804,0.700691353,violence,0.828571429
70766,the kingston trio,long black veil,1962,rock,years cold dark night kill light scene agree slayer look like know see know judge say alibi speak word mean life arm best friend wife walk hill long black veil visit grave night wind wail know see know scaffold high eternity near stand crowd shed tear night cold wind moan long black veil cry bone walk hill long black veil visit grave night wind wail know see know know,69,0.000993049,0.339542177,0.000993049,0.099766949,0.000993049,0.000993049,0.000993049,0.262712043,0.000993049,0.000993049,0.05577884,0.228297309,0.000993049,0.000993049,0.000993049,0.000993049,0.507202426,0.60969669,0.723895305,0,0.855729596,0.543529287,violence,0.828571429
70769,chris montez,chiquita mia,1962,rock,chiquitita heart little girl little girl leave goodbye chiquitita chiquitita belong gotta chiquitita hear prayer awaken dream stand chiquitita chiquitita belong gotta little girl true song sing sing sing,29,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.150498581,0.202170026,0.002392345,0.002392345,0.379792713,0.002392345,0.002392345,0.002392345,0.139705928,0.002392345,0.002392344,0.764973465,0.707996821,0.431726337,1.13E-05,0.978359439,0.701692385,music,0.828571429
70771,brian hyland,the night i cried,1962,rock,moon turn blue star night leave night cry night cry wind blow cold night grow night leave night cry night cry leave helpless feel deep heart watch walk away world fell apart thou time pass forget night leave night cry leave helpless feel deep heart watch walk away world fell apart thou time pass forget night leave night cry night cry night cry,63,0.000877193,0.000877193,0.000877193,0.212567815,0.000877193,0.000877193,0.000877193,0.000877193,0.000877193,0.023042659,0.000877193,0.227527715,0.000877193,0.000877193,0.523703916,0.000877193,0.538611502,0.601876779,0.792168466,1.58E-06,0.557914262,0.439421932,sadness,0.828571429
70776,del shannon,"don't gild the lily, lily",1962,rock,yeah yeah yatchy kupreme boat boat smoke boat blood brother mane brothers blood brothers fuckin brother treat like mother fuck niggas yeah bitch pull trigger talk figure swag picture yeah dubstep goose walkin squawkin booth know gold tooth gold neck gold wrist yeah blue yeah bitch want chew suck slide foreign fuckin coupe pour fuckin mountain niggas foolin boat live life fullest boat look wrist coolest yeah look wrist coldest yeah hollywood boat boldest nigga nigga movin boulders catch boulder crest yeah watch finesse niggas vest shit hard like test shit gucci guess boat niggas pests niggas press fuck check know shine shooters ruler flex diamonds boat nigga know time jewelry come straight mine boat flex music nigga flex nigga diamonds water yeah look like fluid drip drip drip purple fluid yeah take nigga prove finesse nigga prove gold grill slug double shinnin shooters noodle bitch nothin bitch shit free gold teeth shit freeze cold bitch sneeze acho gold skin look like be yachty friendly choppa squeeze knees squeeze nigga like,171,0.000554017,0.094314335,0.000554017,0.000554017,0.121443746,0.000554017,0.000554017,0.000554017,0.622828949,0.014312567,0.000554017,0.045546571,0.039491793,0.055413839,0.000554017,0.000554017,0.584100509,0.804220188,0.236947025,1.65E-05,0.796990932,0.900897806,obscene,0.828571429
70780,sun ra,new day,1962,rock,brand head like dude dance shock baby blame adopt child opt high road creatin smile time switch style stop lyin like couple bar life priceless insist gift bitch supportin pitch cents brand second gotta gotta work snoozin snorin ignorin talent base california success right corner time block pointin hella finger blamin everybody impossible optional hard responsible learnin brand world turnin brand learnin brand say fuck bullshit bump talk good shit brand ray face blaze wish haters away little dance people damn guy save people know life turn sleep walkin baby knock pillow okay wannabe wanna real wanna know feelin good trippin feelin good trippin feel pain feel magic fresh guess rippin enemy wack trickle gutter buildin community unity fluently fluid ocean breeze matrimony believe come fuckin brand brand bear bear religious feel urge spurge riches remove spot dish wish instant replay feelin natural highs unnatural low know knack smashin peep fashion away cause stay dumb fuck mistake stand shake snake dust track bust prefabricate custom learn days turn,168,0.032311786,0.000548246,0.115716368,0.000548246,0.000548246,0.014073148,0.000548246,0.000548246,0.449040595,0.000548246,0.052276553,0.086850018,0.053793389,0.000548246,0.087764698,0.077897254,0.260262103,0.523113607,0.040762089,0.564777328,0.309563067,0.444427093,obscene,0.828571429
